Test Accuracy : 0.6626
-----------------------------------------------------------
Predicted_Labels || Actual_Labels || Sentence1 || Sentence1
entailment || entailment || three young men in a kitchen standing around a stove, one of them is stirring something in a pot. || three people are standing inside a house near each other.
contradiction || entailment || two women wearing red are smiling at the camera. || smiling at the camera the two women wore red
contradiction || contradiction || two women wearing red are smiling at the camera. || with their backs turned to the camera were two women wearing blue dresses
entailment || neutral || two women wearing red are smiling at the camera. || posing for a picture the woman wore the same red smock
neutral || neutral || a long jumper takes flight in an attempt to jump the longest distance possible in a track competition. || a long jumper tries to beat the person before him, but he hasn't performed well recently.
entailment || entailment || a long jumper takes flight in an attempt to jump the longest distance possible in a track competition. || there is someone attempting to jump.
entailment || entailment || a long jumper takes flight in an attempt to jump the longest distance possible in a track competition. || a long jumper is jumping a hurdle.
contradiction || contradiction || a man and woman look through cd's at a street vendor. || a man and women laying down in bed
contradiction || neutral || a man and woman look through cd's at a street vendor. || a man and women taking a break
entailment || entailment || a man and woman look through cd's at a street vendor. || a man and women shopping
neutral || neutral || six people are riding camels and being led in a straight line across a gently rising sandy slope with mountains in the background, by a man walking and holding the tether of the lead camel. || many people are searching for an oasis in the desert.
contradiction || contradiction || six people are riding camels and being led in a straight line across a gently rising sandy slope with mountains in the background, by a man walking and holding the tether of the lead camel. || many people are lying in the sun at the park.
